動画ID,いい,うい,うまい,ええ,おおい,かっこいい,かっこよい,かわいい,かわゆい,くい,こい,こわい,すい,すごい,っぽい,ない,ほしい,ぽい,やばい,よい,イイ,凄い,可愛い,怖い,懐かしい,早い,欲しい,良い,重い,高い
sm14829786,6,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
sm14849770,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm14891347,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14864051,13,0,0,1,1,0,0,3,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
sm14904005,7,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sm14926860,18,2,1,8,1,19,3,4,0,1,4,0,3,2,1,5,1,0,5,3,1,0,2,0,3,0,0,1,0,1
sm14945102,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm14934781,4,2,0,1,0,0,0,0,0,6,0,0,0,1,0,2,0,2,3,1,1,0,3,2,0,0,0,1,0,0
sm15010446,3,1,0,1,1,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
sm14989713,5,3,0,2,1,4,0,1,0,0,0,0,0,1,0,3,2,1,5,0,0,1,1,2,1,0,0,1,0,0
sm15015175,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm15016420,24,10,0,10,4,1,0,157,10,1,4,0,0,2,2,5,3,1,11,5,2,0,50,1,2,1,0,3,2,0
sm15044727,3,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
sm15022913,14,10,1,1,13,0,0,8,1,0,1,0,3,10,0,6,1,0,9,3,2,1,32,1,0,1,1,2,0,0
sm15032299,14,0,0,1,0,0,0,32,1,0,0,0,0,3,5,0,0,1,2,0,0,0,6,0,0,0,0,1,0,1
sm15054061,6,2,0,3,0,29,2,1,0,0,1,1,0,1,0,6,0,0,5,1,0,0,0,0,0,0,0,0,1,0
sm15090846,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0
sm15099538,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15101518,2,2,0,2,0,0,0,16,1,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0
sm15107170,3,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
sm15147135,2,0,0,0,0,6,1,0,0,0,1,0,1,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0
sm15189350,6,2,0,1,0,0,0,5,0,0,0,0,1,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm15207451,16,1,0,2,2,0,0,24,0,0,0,0,0,1,0,1,0,0,1,0,0,0,9,0,0,4,0,0,1,0
sm15242659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm15230821,20,4,2,2,2,8,2,19,1,0,3,1,0,5,0,13,2,0,8,18,0,0,5,2,0,0,1,3,0,0
sm15279074,44,2,0,12,1,0,0,135,10,4,1,0,1,1,4,11,2,0,5,0,1,0,25,0,1,3,0,1,0,0
sm15289816,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
sm15318436,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm15308214,20,9,1,2,1,12,1,6,1,5,6,2,2,1,0,8,1,0,6,4,2,0,3,7,3,0,2,1,1,1
sm15350132,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15354560,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
sm15361114,4,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
sm15428781,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15430979,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
sm15448244,2,0,0,0,0,6,0,3,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
sm15470588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15474540,2,0,0,1,0,0,0,2,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
sm15493390,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15522536,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
sm15522291,5,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
sm15531021,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,1
sm15533024,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
sm15553296,8,0,0,2,1,16,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
sm15568640,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15572522,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm15652860,7,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sm15583068,3,0,0,0,1,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
sm15676851,40,3,0,6,7,9,0,177,9,1,2,0,0,4,1,17,2,1,6,4,0,0,42,1,0,0,0,2,0,3
sm15686024,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
sm15686051,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm15696369,5,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15714327,1,0,0,0,1,6,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
sm15719556,33,0,0,3,1,5,0,54,7,0,0,3,2,1,0,5,0,1,2,1,1,0,14,2,0,0,0,2,3,1
sm15741427,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm15719565,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0
sm15751190,53,1,0,1,15,3,0,2,0,0,2,0,2,1,0,28,0,2,2,2,0,0,5,2,6,0,0,13,0,0
sm15789837,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
sm15800552,12,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sm15825105,2,0,0,0,0,0,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm15815944,1,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15841119,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15844332,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm15853580,2,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm15922203,8,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
sm15875228,8,0,0,0,1,1,0,1,0,0,0,0,0,5,0,1,0,0,6,0,0,2,0,1,0,0,0,0,0,0
sm15933955,5,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0
sm15942116,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm15955450,4,0,0,0,0,6,0,3,0,1,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
sm15970184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15980251,6,0,0,2,0,0,0,7,1,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0
sm15987636,3,0,1,0,5,10,0,0,0,0,2,0,0,3,1,1,0,0,1,0,0,0,0,2,1,0,0,1,0,1
sm16007598,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16011363,41,4,1,7,1,75,2,0,0,0,2,1,0,2,1,6,0,0,11,2,1,0,0,0,0,1,2,2,0,1
sm16065869,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16069888,1,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm16049992,18,1,1,27,11,0,0,35,5,0,0,0,0,3,1,1,0,0,6,1,0,1,2,0,0,0,1,1,0,0
sm16070272,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16076097,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0
sm16079453,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm16085344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm16137694,2,0,0,3,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16187258,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,3,0,0,0,0,0,1,0,1
sm16201802,6,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
sm16229812,3,0,0,1,0,0,0,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
sm16231559,20,0,0,0,4,22,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,2,0,0
sm16238717,11,1,0,2,1,4,0,1,1,0,1,4,0,10,0,4,0,0,6,0,2,0,1,10,0,0,0,1,3,0
sm16253955,2,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sm16258483,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm1632617,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
sm16352396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm16353783,79,2,1,12,11,5,1,67,5,1,0,0,0,37,7,10,1,0,15,0,7,4,11,0,1,0,2,9,0,1
sm16386722,7,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm16366329,19,4,1,9,2,5,0,58,8,5,2,0,2,4,0,7,1,1,7,9,3,2,31,0,0,0,0,0,0,1
sm16387915,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,1,0,0,0,3,0,0
sm16405963,16,2,2,1,0,0,0,42,1,9,2,1,3,5,1,6,0,0,12,1,2,0,13,0,1,1,0,2,0,1
sm16409992,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16448432,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm16475295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16493013,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16496406,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16527005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm16559290,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
sm16588541,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16583264,12,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
sm16659931,34,2,0,1,1,18,0,1,0,1,2,0,1,7,0,2,1,0,1,0,1,0,0,0,0,0,0,7,0,0
sm16670262,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,1,1,0,0,1,0,0,0,0,1,1,0,0
sm16681219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm16707821,11,0,0,2,0,0,0,21,2,0,0,0,0,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0
sm16693218,41,5,0,2,3,28,2,36,0,0,17,1,1,13,3,5,1,2,8,1,0,2,7,0,1,1,4,2,0,0
sm16719809,18,8,0,6,27,0,0,155,17,3,1,0,2,4,1,5,1,2,6,4,1,0,88,0,0,0,1,1,0,2
sm16729081,6,1,0,3,0,0,0,29,2,0,0,0,0,0,0,2,0,3,0,0,1,0,3,0,0,0,0,0,0,0
sm16734827,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16735237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm16765671,9,0,0,0,0,28,4,0,0,0,0,0,1,1,0,1,2,1,7,2,2,1,0,0,0,0,0,2,0,0
sm16768902,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0
sm16769854,5,0,0,2,0,4,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16770185,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16772333,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16772487,16,1,0,3,10,5,0,17,1,0,2,0,0,3,0,1,1,0,1,0,0,1,3,0,0,0,0,2,0,0
sm16799739,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16800139,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16825773,2,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
sm16827089,1,0,0,1,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16833058,11,0,0,3,1,0,0,53,4,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0
sm16844849,19,4,0,2,1,0,0,12,0,0,1,0,1,1,0,0,3,3,4,0,0,1,1,0,0,0,1,0,2,0
sm16846374,13,7,0,3,5,0,0,50,7,0,0,0,1,0,0,3,2,0,2,9,6,0,44,1,0,0,0,6,0,1
sm16859428,57,3,1,3,3,3,0,52,2,0,1,0,0,7,5,10,2,1,3,2,2,0,15,1,0,0,0,4,1,0
sm16913043,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16969007,18,0,2,4,0,5,0,8,0,0,0,0,1,2,0,2,1,0,4,1,0,1,3,0,0,1,0,4,0,0
sm17015301,3,0,1,2,0,0,0,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,1,1,0
sm16980824,11,1,0,3,2,31,0,1,0,0,2,0,1,2,1,0,0,0,2,1,0,0,0,0,0,0,0,2,6,1
sm16973327,24,2,0,7,7,23,5,6,1,8,2,0,2,8,3,9,1,0,4,1,1,3,6,0,0,0,0,3,1,1
sm17020500,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm17067188,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17092280,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17134469,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
sm17112691,22,6,1,3,0,23,0,14,0,1,2,0,0,7,0,1,2,1,7,3,2,0,2,0,0,0,0,1,1,0
sm17142789,21,0,1,0,7,0,0,0,0,1,3,0,1,9,8,4,0,0,2,8,0,2,1,0,2,5,0,6,1,1
sm17147346,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm1718025,1,3,0,2,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,2,0,0,1,0,1,1,1,1,0,0
sm17201316,13,0,0,1,1,2,0,2,0,0,0,0,0,2,1,1,0,0,0,2,1,0,0,1,0,0,0,2,0,0
sm17202463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm17191781,38,5,4,0,8,16,0,0,1,1,3,0,0,3,3,2,1,44,4,5,1,2,3,0,0,1,0,3,0,0
sm17211747,3,1,0,8,1,0,0,29,1,0,0,0,0,1,0,2,0,0,0,10,0,0,37,0,1,0,0,2,0,0
sm17213108,2,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,1,1,0,0,0,0,0,0,0,0,2,0,1
sm17213446,3,0,0,0,0,0,0,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
sm17228726,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
sm17235354,2,0,0,0,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0
sm17323674,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17336304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17457529,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
sm1884912,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm1986944,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2013783,1,0,0,2,0,0,0,10,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm2039810,2,0,0,1,0,3,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm2096153,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0
sm2205860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
sm2280411,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2408207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
sm2489873,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0
sm2519176,8,0,0,0,0,3,0,8,2,0,1,0,0,2,4,0,2,1,0,0,1,0,1,0,0,0,1,3,0,0
sm2533949,3,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sm2553659,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
