動画ID,gumi,wktk,wr,www,yyy,いい,いいね,ええ,かっこいい,かわいい,きた,これ,さん,すごい,ない,ダイヤ,ハート,ミク,ミリオン,リン,レン,中毒,初見,可愛い,大好き,好き,最高,神曲,脚気,良い
sm14829786,4,1,0,1,0,9,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sm14849770,1,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,6,0
sm14864051,0,0,0,0,0,16,4,1,0,3,1,1,1,3,1,0,0,1,0,0,0,0,1,1,0,2,2,1,0,1
sm14891347,2,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
sm14904005,0,0,0,0,0,8,3,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
sm14926860,0,359,676,26,4060,24,4,9,22,4,16,34,55,3,7,0,148,2,7,2,107,6,133,2,32,29,14,2,13,1
sm14934781,0,2,0,31,0,11,0,1,0,0,0,13,2,1,2,0,6,9,0,0,0,3,4,4,1,4,0,0,1,1
sm14945102,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm15010446,0,0,0,0,0,6,2,1,15,0,0,0,2,1,3,0,0,0,0,0,5,0,0,0,0,3,0,0,9,2
sm14989713,1,9,0,13,0,14,2,3,4,3,1,37,6,3,4,0,0,1,97,0,0,1,41,1,11,8,3,5,1,5
sm15015175,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0
sm15016420,0,24,48,4,258,30,4,11,1,163,10,23,6,6,7,0,229,0,8,47,1,0,46,56,25,31,22,1,0,6
sm15022913,0,0,0,26,0,52,4,1,0,9,14,33,52,16,12,0,2,28,14,0,0,2,25,33,34,52,29,16,1,6
sm15032299,1,0,0,0,0,17,10,1,0,33,0,5,4,3,0,0,0,0,0,3,0,0,0,7,2,5,0,0,0,1
sm15044727,2,0,0,0,0,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
sm15054061,0,23,0,4,0,7,2,5,31,1,2,7,1,1,9,0,0,1,0,8,33,0,0,0,2,2,3,0,37,0
sm15099538,0,0,0,0,0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0
sm15090846,0,2,0,0,0,9,4,0,1,0,0,3,5,1,0,0,0,0,0,0,5,0,0,0,3,0,1,0,0,4
sm15101518,0,1,0,2,0,2,0,2,0,16,0,4,0,0,0,0,0,0,0,4,0,1,1,10,0,0,0,0,0,0
sm15107170,0,18,0,0,0,4,0,0,5,0,1,4,2,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1
sm15147135,0,0,0,0,0,4,1,0,7,0,0,1,2,2,0,0,99,0,0,0,1,0,0,0,1,0,0,0,4,0
sm15189350,0,0,0,1,0,11,2,1,0,5,0,4,0,3,2,0,0,0,0,0,0,5,0,1,2,7,1,0,0,3
sm15207451,55,291,0,1,0,22,2,2,0,24,4,9,18,3,4,0,5,0,0,0,0,0,54,11,12,5,2,1,0,2
sm15242659,0,7,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15230821,26,0,0,20,0,35,7,3,8,20,6,5,22,7,14,0,6,0,0,0,0,0,2,5,6,22,9,4,4,4
sm15279074,51,0,0,20,0,53,19,15,0,139,5,6,55,6,14,0,3,1,0,2,0,1,0,25,5,13,4,2,0,1
sm15289816,0,1,0,0,0,1,1,1,1,0,1,0,1,5,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1
sm15318436,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
sm15308214,0,5,0,76,0,32,17,10,14,10,45,38,110,4,12,0,1,2,99,35,2,3,12,4,31,37,17,905,6,9
sm15350132,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm15354560,0,0,0,1,0,4,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
sm15361114,0,0,0,0,0,9,3,2,2,2,0,4,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,1
sm15428781,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15430979,3,0,0,0,0,9,0,1,0,11,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0
sm15448244,0,0,0,0,0,8,2,0,7,3,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
sm15470588,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
sm15474540,0,0,0,2,0,6,6,2,0,2,0,2,1,9,0,0,0,3,0,2,0,0,0,1,2,2,1,0,1,1
sm15493390,0,0,0,1,0,0,5,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm15522291,0,0,0,0,0,6,4,0,4,1,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,5,0,0,7,0
sm15522536,0,0,0,0,0,3,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15531021,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,3
sm15533024,0,5,0,2,0,4,1,0,7,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1
sm15568640,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm15553296,0,14,0,0,0,8,2,6,18,0,2,2,5,3,5,0,0,0,0,1,0,0,1,0,1,3,0,0,31,0
sm15572522,0,0,0,0,0,12,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
sm15652860,0,0,0,0,0,7,1,0,2,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
sm15583068,1,5,0,2,0,4,2,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
sm15676851,32,0,0,15,0,48,5,7,9,184,2,13,5,7,17,0,15,0,1,0,0,0,0,48,13,25,9,0,3,4
sm15686024,0,0,0,0,0,4,6,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm15686051,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
sm15696369,0,0,0,0,0,6,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15714327,0,23,0,1,0,2,0,0,7,0,1,1,8,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,5,2
sm15719556,0,0,0,0,0,39,38,3,6,56,0,14,8,1,7,0,0,1,0,0,8,2,1,15,4,23,0,0,2,3
sm15719565,0,0,0,0,0,3,2,0,1,1,0,4,1,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,1
sm15741427,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
sm15751190,1,0,0,56,0,70,5,1,3,2,13,27,21,3,38,0,0,14,1,0,0,0,0,5,17,33,8,3,1,18
sm15789837,0,0,0,0,0,5,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
sm15800552,1,0,0,1,0,15,1,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
sm15815944,0,32,0,1,0,2,0,1,4,0,0,2,0,2,0,0,0,0,0,0,0,0,9,0,1,0,1,0,4,0
sm15825105,0,0,0,8,0,2,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
sm15841119,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0
sm15844332,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
sm15853580,1,10,0,0,0,4,1,1,5,0,1,3,0,2,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,0
sm15875228,0,0,0,0,0,13,5,0,2,1,0,12,4,8,1,0,0,1,0,0,0,0,1,0,0,5,0,0,1,2
sm15922203,0,15,0,0,0,10,1,0,2,0,1,2,1,2,0,0,0,0,0,0,0,0,16,1,0,2,0,0,0,0
sm15933955,0,6,0,0,0,5,2,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0
sm15942116,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
sm15970184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm15955450,0,0,0,3,0,5,2,0,7,3,0,2,1,1,0,0,0,0,0,15,13,0,0,1,0,1,2,1,3,0
sm15987636,0,0,0,0,0,3,1,0,11,0,0,1,1,3,1,0,0,0,0,4,4,1,0,0,1,3,2,0,2,1
sm16007598,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
sm15980251,0,0,0,1,0,8,0,1,0,6,0,5,3,2,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1
sm16011363,1,0,20,3,160,62,26,23,82,1,2,16,12,4,6,0,0,0,1,0,61,4,1,0,18,27,15,4,62,5
sm16049992,7,0,0,0,0,29,8,27,0,35,0,10,4,3,2,0,0,0,0,0,0,0,0,1,0,8,1,0,0,3
sm16065869,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm16069888,0,1,0,0,0,1,1,0,0,3,1,1,2,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
sm16070272,0,0,0,0,0,1,2,2,1,1,0,1,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,8,0
sm16076097,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
sm16079453,0,0,0,0,0,5,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
sm16085344,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sm16137694,0,0,0,1,0,2,0,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
sm16187258,0,0,0,0,0,6,1,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
sm16201802,0,0,0,0,0,9,1,0,1,2,0,0,2,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0
sm16229812,0,0,0,0,0,7,5,2,0,3,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,2
sm16231559,11,8,0,2,0,23,8,1,25,0,0,5,3,0,2,0,1,0,0,0,0,0,4,0,2,6,1,0,17,2
sm16253955,0,0,0,0,0,3,1,1,5,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,2,1,0,2,1
sm16238717,0,0,0,14,0,18,4,4,4,1,6,11,7,13,6,0,0,1,2,7,0,13,1,1,10,30,8,0,3,3
sm16258483,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm1632617,0,4,0,0,0,3,0,0,0,0,6,7,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0
sm16352396,0,0,0,0,0,1,1,0,0,1,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0
sm16353783,0,0,0,7,0,110,38,18,7,69,2,23,21,55,15,0,0,7,0,0,0,11,0,12,9,32,22,14,4,14
sm16386722,3,0,0,0,0,9,2,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sm16387915,0,0,0,0,0,17,6,1,1,0,0,3,1,2,2,0,0,0,0,0,0,0,1,0,0,7,0,0,3,3
sm16405963,15,28,0,206,0,23,6,2,0,43,33,58,4,7,8,0,0,0,1,0,0,118,17,14,5,19,5,2,4,2
sm16409992,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm16475295,0,0,0,0,0,2,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
sm16448432,0,0,0,0,0,6,3,0,4,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,1
sm16493013,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16527005,0,0,0,0,0,1,3,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
sm16496406,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm16559290,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm16366329,56,0,0,16,0,36,2,11,6,61,3,2,41,7,13,0,193,0,0,0,10,0,0,31,75,121,9,2,0,1
sm16588541,0,0,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
sm16583264,0,0,0,0,0,14,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0
sm16659931,2,0,10,4,84,47,16,3,18,2,0,5,30,9,3,0,0,0,0,1,29,0,1,0,1,10,2,0,9,8
sm16670262,0,0,0,0,0,10,5,0,0,0,0,4,0,5,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3
sm16693218,23,117,0,13,0,50,7,7,33,36,29,41,9,15,11,0,0,0,3,0,0,31,137,7,22,43,19,1,61,2
sm16681219,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm16707821,0,5,0,0,0,12,2,1,0,21,1,2,0,1,0,0,0,2,0,0,0,0,1,3,0,0,1,1,0,1
sm16719809,0,0,0,63,10,37,8,7,0,163,27,26,45,5,10,0,0,49,168,0,0,0,7,99,56,46,16,6,0,3
sm16729081,0,9,0,1,0,6,1,2,0,29,5,6,7,0,2,0,0,0,0,0,0,0,2,3,1,2,0,1,0,1
sm16734827,4,52,0,0,0,4,0,0,1,0,3,5,1,1,3,0,0,0,0,0,0,0,10,0,2,1,0,1,0,0
sm16735237,2,0,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2
sm16765671,0,0,1,0,2,17,5,3,34,0,0,10,6,1,1,0,0,0,0,0,27,0,0,0,2,3,1,0,22,3
sm16768902,0,0,0,12,0,5,2,2,0,5,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2
sm16769854,4,0,0,0,0,6,0,2,4,1,1,0,2,2,1,0,0,2,0,0,0,1,0,0,1,1,1,0,7,0
sm16770185,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
sm16772333,0,10,0,0,0,2,0,1,0,4,0,0,3,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0
sm16772487,0,2,0,0,0,17,4,3,6,17,0,4,1,4,1,0,0,0,0,5,2,0,0,3,0,7,4,0,3,2
sm16799739,0,0,0,0,0,6,3,0,0,1,1,8,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0
sm16800139,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
sm16825773,0,34,0,0,0,4,1,1,9,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0
sm16827089,0,1,0,0,0,1,2,1,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
sm16833058,1,5,0,0,0,12,4,3,0,56,4,9,15,0,0,0,0,0,0,0,0,0,1,10,6,4,1,0,0,1
sm16844849,0,97,0,1,0,45,9,2,0,12,5,20,2,3,1,0,0,1,1,0,0,0,40,1,18,21,4,3,0,4
sm16846374,1,0,0,1,0,21,0,3,0,51,7,1,13,0,4,0,6,0,0,0,0,0,0,45,19,15,3,0,0,7
sm16859428,0,1,0,4,0,92,21,5,4,57,0,24,59,15,16,0,0,11,0,0,0,3,0,17,5,38,10,0,3,11
sm16913043,0,0,2,0,11,2,2,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm16969007,0,1,5,1,24,31,14,5,5,8,1,2,7,6,2,0,2,0,0,3,13,0,0,3,4,4,4,1,0,6
sm16973327,0,0,0,10,0,41,6,7,25,6,3,24,11,15,13,0,135,36,12,0,0,14,6,9,20,32,36,1,12,5
sm16980824,3,53,0,0,0,15,2,6,32,1,0,3,2,2,0,0,0,2,0,0,0,0,29,0,1,4,1,0,18,2
sm17020500,0,0,0,1,0,2,0,0,5,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,1
sm17015301,0,4,0,0,0,3,4,2,0,9,1,1,0,0,1,0,1,2,0,0,0,0,0,6,0,1,0,0,0,2
sm17067188,3,0,0,0,0,10,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sm17092280,0,0,0,0,0,2,3,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm17134469,0,1,0,0,0,7,4,1,0,0,3,6,1,1,0,0,0,3,0,0,0,0,0,0,2,3,1,0,0,0
sm17112691,20,0,0,2,0,29,18,3,24,14,1,5,3,8,2,0,0,19,0,0,0,0,0,2,1,9,3,1,15,7
sm17142789,10,14,0,3,0,48,8,0,0,0,2,17,41,11,7,0,12,0,2,0,0,0,27,2,24,28,7,6,1,13
sm17147346,1,0,0,0,0,10,1,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
sm1718025,0,0,0,5,0,2,0,2,0,3,0,16,0,0,5,0,0,6,0,0,0,2,1,1,2,7,0,0,0,1
sm17191781,0,641,0,13,0,43,16,1,19,2,20,21,4,4,7,0,0,0,1,1,0,12,110,4,15,38,2,0,18,5
sm17201316,0,4,0,3,0,29,9,1,2,2,1,6,5,4,2,0,0,1,0,0,0,0,2,0,6,2,0,1,1,5
sm17202463,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm17211747,0,0,0,7,0,5,0,8,0,30,2,1,1,1,3,0,0,13,0,1,0,0,0,38,0,10,0,0,0,2
sm17213108,0,0,0,0,0,4,2,0,0,3,0,6,1,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
sm17213446,0,0,0,0,0,3,0,0,0,10,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
sm17228726,0,5,0,1,0,3,1,0,1,0,0,3,0,1,0,0,0,3,0,0,0,0,3,0,1,5,0,0,0,2
sm17235354,0,0,0,0,0,3,1,0,4,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,2
sm17323674,0,13,0,0,0,2,0,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0
sm17336304,0,9,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm17457529,0,18,0,0,0,5,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0
sm1884912,0,1,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
sm1986944,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2013783,0,0,0,1,0,3,1,1,0,10,0,4,0,2,1,0,0,3,0,7,7,1,0,5,0,1,0,0,0,1
sm2039810,0,0,0,0,0,2,2,1,3,1,0,6,0,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,1,3
sm2096153,0,0,0,1,0,7,0,1,0,0,0,15,0,0,1,0,0,5,0,5,14,3,0,0,2,2,2,0,0,1
sm2205860,0,0,0,0,0,1,1,0,0,0,0,9,0,1,2,0,0,9,0,0,0,0,0,2,0,4,0,0,2,1
sm2280411,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm2408207,0,0,0,0,0,5,1,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,2,2,0,0,1,1
sm2489873,0,0,0,1,0,6,1,0,0,0,0,1,0,3,1,0,0,0,0,4,5,0,0,0,0,2,0,0,0,1
sm2519176,0,20,0,0,0,13,1,0,4,8,2,8,1,2,0,0,0,3,0,0,0,0,1,1,2,1,0,0,3,3
sm2533949,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
