動画ID,gumi,wktk,wr,www,yyy,いい,いいね,ええ,かっこいい,かわいい,きた,これ,さん,すごい,ない,ダイヤ,ハート,ミク,ミリオン,リン,レン,中毒,初見,可愛い,大好き,好き,最高,神曲,脚気,良い
sm2553659,0,0,0,0,0,11,2,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sm2577615,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,2,0
sm2653480,0,0,0,1,0,1,0,7,15,2,0,1,2,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,23,0
sm2584252,0,4,0,0,0,3,0,0,0,0,1,3,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
sm2678744,0,1,0,13,0,35,3,11,0,75,6,61,1,7,28,0,0,8,0,4,20,112,2,14,1,14,2,2,1,2
sm2758851,0,0,0,3,0,34,6,2,0,45,2,17,1,4,5,0,0,1,0,0,15,1,0,5,1,3,0,0,0,4
sm2827322,0,0,0,0,0,4,0,2,0,3,0,2,2,0,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,1
sm3032672,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
sm3045725,0,0,0,2,0,10,2,0,1,0,0,8,3,2,3,0,0,0,0,0,3,0,1,0,1,5,1,0,0,1
sm3060283,0,0,0,0,0,3,0,0,0,5,3,4,0,1,0,0,0,4,0,6,0,0,0,1,1,1,0,0,0,2
sm3197958,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm3279352,0,0,0,0,0,2,0,1,0,1,2,1,1,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
sm3372198,0,0,0,0,0,2,0,0,1,0,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,4,0
sm3425798,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
sm3534601,0,0,0,0,0,23,2,0,0,4,0,5,0,2,2,0,0,4,0,0,0,0,0,2,1,4,1,0,0,4
sm3636268,0,0,0,1,0,6,17,0,0,8,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
sm3671490,0,0,0,2,0,7,0,1,0,33,4,6,1,3,0,0,0,4,0,0,0,0,0,11,2,0,0,0,0,3
sm3671912,0,1,0,1,0,1,0,1,0,2,2,7,0,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
sm3698889,0,0,0,0,0,2,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
sm3950088,0,0,0,1,0,8,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0
sm3971759,0,0,0,0,0,4,1,0,0,4,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0
sm4028567,0,0,0,0,0,14,3,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,2,5,0,0,1,0
sm3995757,0,1,0,1,0,35,13,21,31,1,3,15,5,13,2,0,0,19,0,17,0,1,2,0,2,14,1,1,60,4
sm4180612,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sm4189459,0,0,0,1,0,11,1,1,0,24,6,5,9,2,2,0,0,1,0,4,3,0,0,4,0,0,0,0,0,2
sm4218005,0,6,0,0,0,23,2,1,0,24,8,18,4,8,2,0,0,5,1,6,0,2,13,17,12,10,5,1,0,7
sm4271005,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,64,0,0,0,0,0,0,1,0,3,0,0,2,2
sm4247321,0,16,0,0,0,18,0,1,0,1,18,13,65,2,0,0,0,11,0,0,0,1,5,0,3,7,3,0,1,4
sm4291081,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sm4387562,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm4451787,0,0,0,0,0,12,6,0,6,0,0,5,0,1,1,0,0,12,0,0,0,0,0,0,2,1,0,0,1,2
sm4459566,0,0,0,1,0,0,1,1,0,1,2,1,1,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0
sm4554935,0,1,0,8,0,17,4,36,0,77,16,19,0,2,1,0,0,16,0,0,0,0,7,59,0,3,3,0,0,0
sm4611149,0,0,0,0,0,2,0,0,1,0,2,2,0,3,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1
sm4611428,0,0,0,1,0,2,0,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
sm4669648,0,0,0,0,0,2,2,2,4,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
sm4740727,0,0,0,4,0,7,0,0,0,7,0,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
sm4775983,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm4917069,0,0,0,0,0,35,6,0,1,0,3,13,0,8,1,0,0,4,0,0,1,0,0,0,2,3,3,0,1,9
sm4966548,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0,7,5,0,0,2,0,0,0,0,0,1
sm5114973,0,0,0,2,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
sm5085658,0,1,0,2,0,20,0,0,0,10,0,6,7,3,6,0,0,25,0,0,0,0,0,2,4,5,3,1,0,7
sm5137683,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2
sm5168173,0,0,0,1,0,7,0,0,0,16,0,0,1,1,1,0,0,9,0,7,0,0,0,6,0,1,1,0,0,1
sm5281569,0,0,0,0,0,7,2,0,2,0,0,2,0,4,1,0,0,0,0,1,5,0,0,0,1,1,1,0,0,2
sm5296638,0,5,0,0,0,3,1,3,3,0,2,3,21,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,3,1
sm5332327,0,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
sm5332638,0,6,0,0,0,14,2,0,4,0,6,16,35,3,2,0,0,6,0,0,0,0,4,0,2,3,2,1,2,1
sm5486732,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,0
sm5513850,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0
sm5563391,0,2,0,2,0,13,1,2,7,0,2,4,1,3,2,0,1,2,0,0,0,0,3,0,2,2,7,0,17,8
sm5601322,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sm5608513,0,0,0,2,0,1,0,1,1,3,0,5,1,1,0,0,0,6,0,0,0,2,0,1,2,3,1,0,0,0
sm5717613,0,0,0,1,0,2,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0
sm5657281,0,0,0,0,0,1,0,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm5870324,0,0,0,0,0,11,1,2,3,0,0,3,1,3,5,0,0,1,0,1,14,0,0,1,3,3,0,0,8,1
sm5948584,0,0,0,0,0,3,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
sm6030356,0,3,0,1,0,7,0,2,3,1,4,5,5,4,0,0,0,2,0,1,0,0,4,0,3,1,1,0,2,0
sm6059337,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6119553,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6137627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6183732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm6165498,0,0,0,10,0,17,0,13,1,3,4,6,24,4,4,0,0,0,0,15,7,0,0,2,6,6,1,0,1,4
sm6235882,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sm6440455,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
sm6448701,0,0,0,0,0,1,1,1,0,14,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0
sm6601567,0,0,0,0,0,4,2,0,0,1,0,1,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
sm6627628,0,1,0,1,0,12,0,0,3,7,2,4,0,1,2,0,0,1,0,0,0,0,0,2,1,2,0,0,0,3
sm6677536,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
sm6723010,0,46,30,7,178,24,8,3,4,9,44,50,7,11,5,0,0,6,0,0,12,11,35,5,17,30,6,1,7,5
sm6727398,0,0,0,0,0,4,2,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
sm6753213,0,0,0,0,0,18,5,19,16,3,0,9,2,1,1,0,0,3,0,1,1,0,0,0,1,4,2,0,15,2
sm6865106,0,5,0,1,0,25,1,0,1,9,2,3,6,1,4,0,0,1,0,0,0,2,0,0,2,4,0,0,1,5
sm6980351,0,3,0,0,0,3,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm6991834,0,0,0,5,0,6,1,1,0,30,1,5,2,0,0,0,0,0,0,1,1,0,0,6,1,0,0,0,0,0
sm7030348,0,2,0,1,0,11,2,1,0,23,0,8,0,1,0,0,1,1,0,0,0,0,0,1,2,2,1,1,0,0
sm7000665,0,2,0,1,0,7,3,0,1,1,1,5,1,0,0,0,0,0,0,0,0,0,3,2,1,3,1,0,0,1
sm7078981,0,0,0,1,0,15,3,4,0,28,2,9,1,1,6,0,0,8,0,0,0,0,0,8,0,1,3,0,0,2
sm7093221,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm7224643,0,0,0,0,0,5,2,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,3
sm7215797,0,0,0,0,0,14,3,0,0,0,1,6,3,5,2,0,0,2,0,0,0,0,0,0,1,2,1,0,0,2
sm7354057,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
sm7232278,0,0,0,14,0,6,1,0,0,0,0,11,0,1,3,0,0,1,0,0,27,2,0,0,0,0,0,0,1,0
sm7382586,0,0,0,1,0,1,0,2,0,3,0,1,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
sm7400854,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,1,0
sm7400945,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
sm7402532,1,0,0,0,0,9,5,0,5,1,0,1,0,4,0,0,0,3,0,4,0,0,0,1,0,1,1,2,2,0
sm7476730,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
sm7504739,0,0,0,0,0,3,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm7527985,0,0,0,1,0,12,0,0,0,3,0,3,3,3,0,0,0,10,0,0,0,0,1,3,2,2,0,0,0,3
sm7597329,14,0,0,11,0,17,3,5,0,37,0,9,4,4,15,0,0,2,0,2,1,0,2,5,0,4,2,0,0,3
sm7550182,0,0,0,689,0,21,0,7,4,21,3,14,17,8,12,0,0,19,0,0,0,4,3,10,3,18,3,0,1,4
sm7598217,0,0,0,4,0,13,0,2,0,28,0,3,3,3,1,0,1,0,0,0,24,0,0,10,0,0,0,0,0,3
sm7612037,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,1
sm7681611,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
sm7686320,0,0,0,0,0,12,1,0,6,1,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,4,1
sm7778065,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
sm7792239,0,32,0,0,0,7,3,0,0,0,0,7,10,4,1,0,0,0,0,0,0,0,28,0,3,9,0,0,0,4
sm7807845,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm7811586,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
sm7878515,0,1,0,0,0,6,0,1,8,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,3,5,1,0,6,0
sm7879207,0,5,0,1,0,7,1,0,1,38,1,17,5,0,0,0,0,1,0,0,0,19,1,7,2,2,0,0,0,1
sm7891168,0,2,0,0,0,2,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
sm7882150,0,0,0,4,0,50,9,9,37,6,1,29,16,9,14,0,0,12,4,54,9,2,6,9,12,28,26,3,29,6
sm7897854,0,0,0,8,0,8,4,1,9,1,0,4,2,1,2,0,0,0,0,0,0,2,0,0,0,3,1,0,3,1
sm7992704,1,32,0,31,0,31,5,8,20,5,10,22,16,10,6,0,1,27,2,0,0,4,85,1,18,26,5,4,9,15
sm8061167,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm8091446,4,3,0,0,0,8,1,1,6,0,1,4,5,2,0,0,0,0,0,0,0,2,2,0,6,5,1,0,4,0
sm8098660,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8119054,0,0,0,5,0,2,2,2,4,1,0,3,0,1,0,0,0,0,0,8,0,0,0,0,0,1,3,0,0,2
sm8121199,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8163888,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8194738,0,0,0,0,0,3,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm8251494,0,1,0,0,0,4,0,1,0,1,0,6,1,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2
sm8265929,0,0,0,1,0,8,1,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2
sm8326494,0,11,0,0,0,13,4,1,1,0,7,4,5,2,0,0,0,0,0,0,11,1,4,0,0,1,3,1,4,0
sm8412978,0,0,0,1,0,13,0,0,5,0,1,6,0,1,8,0,0,14,0,12,11,1,0,1,0,6,2,0,2,1
sm8414715,0,4,0,0,0,37,5,0,5,0,1,18,10,4,3,0,0,0,0,0,0,0,4,0,3,7,0,2,5,1
sm8432098,0,0,0,1,0,8,5,0,0,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0
sm8468717,0,0,0,0,0,15,7,0,0,10,1,3,0,2,3,0,0,9,0,0,0,3,0,5,1,5,1,0,0,0
sm8529991,0,0,0,4,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1
sm8614063,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
sm8619149,0,0,0,1,0,2,0,0,0,20,0,7,0,2,0,0,0,14,0,9,1,0,0,5,0,3,0,0,0,0
sm8661117,0,0,0,1,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
sm8670561,0,0,0,2,0,2,2,0,0,19,3,4,7,0,1,0,0,12,0,1,0,1,0,2,3,3,3,0,0,0
sm8696152,0,0,0,0,0,6,2,2,3,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1
sm8700898,0,0,0,0,0,1,0,0,0,2,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3
sm8707393,0,1,0,0,0,3,1,0,0,12,0,0,0,2,0,0,0,1,0,6,0,0,3,2,0,0,0,0,0,0
sm8738313,0,0,0,0,0,20,12,0,0,4,0,2,0,1,0,0,0,1,0,13,0,0,0,3,0,1,0,0,0,3
sm8712532,0,0,0,0,0,14,5,1,1,3,0,5,4,4,1,0,0,3,0,0,0,1,0,0,2,4,2,0,0,1
sm8754973,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sm8755465,0,0,0,1,0,4,2,0,0,3,1,2,3,4,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0
sm8796407,0,0,0,1,0,3,2,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2
sm8906830,0,0,0,0,0,3,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
sm8933166,0,0,0,12,0,58,12,17,5,130,3,17,20,40,5,4,3,50,0,0,0,1,4,35,10,41,6,2,1,6
sm8937853,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm8976018,2,0,0,0,0,4,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm9022413,0,1,0,0,0,1,0,0,0,1,0,3,4,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
sm9024627,0,4,0,1,0,1,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0
sm9093103,0,0,0,2,0,7,3,0,1,1,0,11,3,9,0,0,0,26,0,2,0,0,0,0,0,2,2,0,0,3
sm9093561,0,2,0,0,0,4,0,0,13,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1
sm9100218,0,0,0,3,0,5,0,1,0,15,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1
sm9128830,0,0,0,0,0,2,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
sm9154541,0,0,0,0,0,7,4,0,4,0,0,5,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0
sm9168029,0,1,0,0,0,0,0,0,0,7,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm9174236,0,0,0,1,0,2,0,0,0,0,0,2,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
sm9213450,0,0,0,12,0,4,2,0,0,0,0,1,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
sm9218213,0,0,0,2,0,8,3,1,11,5,0,1,2,4,0,0,2,3,0,20,1,0,0,5,4,10,10,2,2,4
sm9228896,0,0,0,0,0,1,2,0,12,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
sm9292554,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
sm9301676,1,0,0,3,0,56,12,10,47,6,3,20,4,9,4,0,0,0,0,45,2,0,2,0,9,14,10,5,40,12
sm9409012,0,1,0,0,0,7,2,0,0,6,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,0
sm9439204,0,2,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,1,2,1,0,0,0
sm9537937,0,0,0,6,0,2,0,0,0,15,0,0,1,1,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0
sm9538407,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sm9682775,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
sm9708587,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
sm9731365,0,3,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
sm9764858,4,0,0,1,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm9794134,0,6,0,0,0,2,0,0,0,0,4,2,2,1,1,0,0,0,0,0,0,0,2,1,0,5,0,0,0,0
sm9797544,0,0,0,0,0,8,4,0,0,0,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,2
sm9829617,0,0,0,2,0,30,11,3,0,38,0,8,11,9,2,4,2,11,0,0,0,0,3,10,1,10,5,0,0,4
sm9854305,0,0,0,0,0,2,2,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0
sm9874221,0,0,0,0,0,2,0,0,4,0,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,0,5,0
sm9893696,0,0,0,4,0,13,0,0,0,27,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
sm9931198,0,0,0,1,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
sm9981341,0,0,0,0,0,4,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
